tconst,primaryTitle,startYear,genres,lead_actors_ids,runtimeMinutes,averageRating,Language,Country,numVotes,budget,BoxOffice,plot
tt31189058,Boudjemâa et la Maison Cinéma,2019.0,"['Biography', 'Documentary']",[],63.0,,,,,,,
tt31189910,Brandy Hellville & the Cult of Fast Fashion,2024.0,['Documentary'],[],91.0,6.2,,,1184.0,,,"Brandy Hellville & the Cult of Fast Fashion focuses on the business practices of Brandy Melville, detailing allegations of antisemitism , discrimination based on weight , inappropriate interactions with minors , racism , and sexual assault . Many of these accusations center on Brandy Melville's founder and chief executive officer , Stephan Marsan. The documentary includes interviews with various people affiliated with the company, including former employees. [ 3 ] The allegations of bigotry are interspersed with discussion of the brand's fast fashion status. [ 5 ] Brandy Hellville ends with a request for people to boycott Brandy Melville. [ 6 ]"
tt3121200,Breakdown Lane,2017.0,"['Action', 'Drama', 'Horror']","['nm2435917', 'nm1752714', 'nm1194276', 'nm2089259', 'nm1761600']",76.0,2.9,,,652.0,,,
tt3121724,Boy 23 - The Forgotten Boys of Brazil,2016.0,['Documentary'],[],80.0,7.9,,,279.0,,,
tt31235881,Boy in a Dress: A Documentary,2024.0,['Documentary'],['nm14831202'],64.0,,,,,,,
tt3124694,Burn Phoenix Burn,1982.0,"['Drama', 'Romance']","['nm2907704', 'nm2441863', 'nm4560879', 'nm2523956']",98.0,6.5,,,26.0,,,
tt3126876,Bucky and the Squirrels,2015.0,['Comedy'],"['nm3647905', 'nm3617468', 'nm3129512', 'nm2397866', 'nm1460787']",82.0,4.3,,,93.0,,,
tt3129364,Brahma,2014.0,"['Action', 'Comedy', 'Drama']","['nm1962192', 'nm0621937', 'nm0793851', 'nm0222144', 'nm1679254']",149.0,4.5,,,132.0,,,
tt31318116,Bridges to Liverpool,2024.0,['Documentary'],[],69.0,,,,,,,
tt3132150,Bonne Nuit Papa,2014.0,"['Biography', 'Documentary', 'History']",[],101.0,6.7,,,25.0,,,
tt31326445,Buk Poketer Golpo,2024.0,"['Drama', 'Romance']","['nm8300954', 'nm8680638', 'nm8871240']",95.0,7.9,,,251.0,,,
tt3136328,Board Game Developers Challenge,2013.0,['Documentary'],"['nm5893353', 'nm5893359', 'nm5893357', 'nm5893363', 'nm5893352']",60.0,,,,,,,
tt3139212,Bombshell Bloodbath,2014.0,['Horror'],"['nm1942916', 'nm3731776', 'nm3921346', 'nm3921346', 'nm0068049']",80.0,3.7,,,346.0,,,
tt31418394,Brian Simpson: Live from the Mothership,2024.0,"['Comedy', 'Documentary']",['nm11016810'],70.0,7.1,,,412.0,,,
tt31419480,Built to Last,2012.0,['Documentary'],[],70.0,,,,,,,
tt3142228,Border,2013.0,['Drama'],"['nm5899365', 'nm3544271', 'nm6445588', 'nm6445589']",95.0,5.3,,,65.0,,,
tt31450239,Born to win,2022.0,"['Documentary', 'Sport']","['nm2619894', 'nm6722413']",87.0,,,,,,,
tt31493229,Bradley's Summer,2005.0,"['Crime', 'Drama', 'Thriller']","['nm15867739', 'nm15867740', 'nm15867744', 'nm15867745', 'nm15867746']",76.0,,,,,,,
tt3149602,Brandon Gibson: I've Had Enough,2016.0,['Comedy'],[],110.0,,,,,,,
tt3150402,Buckle Up Punk!,2016.0,"['Action', 'Crime', 'Drama']","['nm6540051', 'nm3094399', 'nm3434373', 'nm7525800', 'nm8423106']",65.0,5.0,,,6.0,,,
tt31511271,Building Momentum,2024.0,['Documentary'],"['nm15873458', 'nm15873444', 'nm15873451', 'nm15873445', 'nm15896315']",60.0,,,,,,,
tt31522349,Bushido,2024.0,"['Drama', 'History']","['nm0406754', 'nm0475165', 'nm0476211', 'nm4667834', 'nm3360477']",129.0,6.8,,,735.0,,,
tt3154118,By Rook or Left Hook: The Story of Chessboxing,2021.0,"['Documentary', 'Sport']",[],103.0,9.1,,,9.0,,,
tt3155542,Breach in the Silence,2012.0,['Drama'],"['nm0328414', 'nm1987323', 'nm2856007', 'nm3775871', 'nm5913509']",90.0,6.9,,,89.0,,,
tt3157640,Bunker: Project 12,2016.0,"['Action', 'Adventure', 'Mystery']","['nm0181920', 'nm0844981', 'nm0000616', 'nm0316743', 'nm2386577']",97.0,3.4,,,649.0,,,
tt3157690,Brown Bread: The Story of an Adoptive Family,2014.0,"['Biography', 'Documentary', 'Family']",[],87.0,8.6,,,17.0,,,
tt3159282,Brink,2015.0,['Drama'],"['nm5432019', 'nm5213038', 'nm5280353', 'nm5229357', 'nm6039420']",91.0,,,,,,,
tt3160338,Buried Cain,2014.0,['Drama'],"['nm3859501', 'nm2930502', 'nm5179557', 'nm4817215', 'nm5749867']",105.0,5.2,,,58.0,,,
tt31608791,Bob Marley & the Wailers - Amandla Festival of Unity,1979.0,"['Documentary', 'Music']",[],106.0,,,,,,,
tt31613363,Border Senjôkisha × Islam Koku,2024.0,['Documentary'],[],68.0,,,,,,,
tt31630144,Building Permit,2023.0,['Comedy'],"['nm2444689', 'nm0782822', 'nm1813371', 'nm2582982', 'nm8442850']",118.0,,,,,,,
tt3163468,Brooklyn Unemployed,2014.0,"['Comedy', 'Drama']","['nm5923184', 'nm5923183', 'nm3687578', 'nm1763595', 'nm5923182']",80.0,,,,,,,
tt3163828,Break Glass in Case of...,2013.0,"['Adventure', 'Comedy', 'Sci-Fi']","['nm3847365', 'nm0048982', 'nm3048607', 'nm1096931', 'nm5923565']",106.0,6.7,,,13.0,,,
tt31639539,Breaking the Cycle,2024.0,['Documentary'],[],116.0,7.6,,,845.0,,,
tt3164056,Brothers of the Black List,2014.0,"['Documentary', 'History', 'News']",[],74.0,7.9,,,23.0,,,
tt31680243,Buzzy Noise,2024.0,"['Music', 'Romance']","['nm3011132', 'nm13467827', 'nm3360477', 'nm12197582', 'nm1331382']",119.0,6.0,,,68.0,,,
tt3168432,Bootivity,2013.0,['Comedy'],"['nm5926715', 'nm3428714', 'nm5926716', 'nm1330460', 'nm3967355']",101.0,,,,,,,
tt31703444,Buzz House: The Movie,2024.0,"['Comedy', 'Horror']","['nm15915876', 'nm15915875', 'nm15915877', 'nm3522059', 'nm11238234']",93.0,3.3,,,1545.0,,,
tt31710347,Bond of Justice: Kizuna Part II - Judgement,2024.0,"['Action', 'Crime', 'Drama']","['nm4102306', 'nm4524385', 'nm4182230', 'nm0002002', 'nm6357683']",88.0,,,,,,,
tt3171604,Breaking Tradition,2024.0,"['Action', 'Drama', 'Thriller']","['nm3402680', 'nm2046161', 'nm0409831', 'nm3111705', 'nm2223310']",87.0,6.2,,,33.0,,,
tt31722384,Brides of Boogeymen,2023.0,['Horror'],[],91.0,,,,,,,
tt3174926,Bullies: The Benediction,2013.0,"['Action', 'Drama', 'Western']","['nm3945759', 'nm5933833', 'nm3929121', 'nm7446524', 'nm5933832']",133.0,,,,,,,
tt31806999,Bread Barbershop: Celeb in Bakery Town,2024.0,['Animation'],[],77.0,,,,,,,
tt31808077,Breaking Grass: Down in Mississippi,2024.0,['Documentary'],[],91.0,,,,,,,
tt3181082,Bundeloafe II: The Return of Jaffar,2013.0,"['Adventure', 'Comedy', 'Musical']","['nm5940516', 'nm5940514', 'nm5940513', 'nm12808382', 'nm5940510']",112.0,,,,,,,
tt31834731,Broken Dream,2024.0,['Documentary'],[],72.0,,,,,,,
tt31835273,Brunaupark,2024.0,['Documentary'],[],91.0,6.9,,,33.0,,,
tt31842568,Bonne Aventure - Down South,2023.0,['Documentary'],[],72.0,,,,,,,
tt3184798,Brooklyn,2014.0,"['Drama', 'Music', 'Musical']","['nm0618715', 'nm5945164', 'nm5945165', 'nm5945173', 'nm5945174']",83.0,6.1,English,United Kingdom Ireland Canada,79.0,11.0,62.4,"In 1951, in Enniscorthy , a small town in south-east Ireland, Eilis Lacey lives with her mother and older sister, Rose. Unable to find full-time employment, she works part-time for the spiteful Miss Kelly at her grocery shop . Eilis attends local dances with friend Nancy, but is uninterested in the local young men. Rose arranges with Father Flood, an Irish priest in Brooklyn , for Eilis to immigrate to New York City for a better life. On the trip over, Eilis' cabinmate, Georgina, an experienced traveller returning to the US, offers advice and support. In New York, Eilis lives in a Brooklyn boarding house, run by Mrs Kehoe, that caters to young immigrant Irish women. She finds a job at a department store, but has difficulty adjusting to her new life and suffers severe homesickness. Father Flood enrols Ellis in night school bookkeeping classes at Brooklyn College , as she wants to become an accountant."
tt31851933,Bored Games,2024.0,"['Comedy', 'Horror']","['nm4444597', 'nm11108933', 'nm4827350', 'nm14606458', 'nm10821849']",76.0,3.4,,,139.0,,,
tt31867917,Budda. Dzieciak '98,2024.0,['Documentary'],"['nm17022788', 'nm17022789', 'nm7307626', 'nm2408374', 'nm17022785']",83.0,4.0,,,215.0,,,
tt3186984,Buying Sex,2013.0,['Documentary'],['nm16793120'],75.0,5.4,,,250.0,,,
tt31870098,Boys at the Back,2024.0,['Comedy'],"['nm8375919', 'nm12837972', 'nm9447790', 'nm6667436', 'nm9215453']",111.0,,,,,,,
tt3188048,Burning Kentucky,2019.0,['Thriller'],"['nm0701561', 'nm1712534', 'nm1649962', 'nm0880820', 'nm3404934']",91.0,4.5,,,442.0,,,
tt31923500,Bullet in the Bible,2015.0,['Documentary'],[],60.0,,,,,,,
tt31925899,Bonne Aventure - South West,2023.0,['Documentary'],[],108.0,,,,,,,
tt31925958,Bonne Aventure - Montauk,2023.0,['Documentary'],[],118.0,,,,,,,
tt31931164,Bodega Bay Breaks Up,2016.0,['Music'],"['nm4918687', 'nm15383835', 'nm10068895', 'nm3992303']",64.0,,,,,,,
tt31939041,"Born in Gunsan and After Seven Years, I was Repatriated to Japan",2024.0,[],[],239.0,,,,,,,
tt31955992,Brewster's Millions: Christmas,2024.0,['Family'],"['nm0999075', 'nm16371890', 'nm1343331', 'nm0852031']",100.0,5.7,English,United States,233.0,,,The film follows Morgan Brewster ( China Anne McClain ) who embarks on a journey to inherit her uncle Montgomery's fortune before Christmas.
tt3196174,Brave Men's Blood,2014.0,"['Action', 'Crime', 'Drama']","['nm1889911', 'nm0797614', 'nm0797610', 'nm1982528', 'nm0350273']",96.0,6.2,,,365.0,,,
tt31963307,Brakpan Bruilof,2024.0,"['Comedy', 'Romance']","['nm3227023', 'nm3325009', 'nm11781957', 'nm3597376', 'nm5467535']",106.0,,,,,,,
tt31974542,Bobby Basketball,2024.0,['Documentary'],[],92.0,,,,,,,
tt3198544,Breakfast with Jonny Wilkinson,2013.0,['Comedy'],"['nm0065774', 'nm1565423', 'nm0257421', 'nm0512283', 'nm1126657']",95.0,5.9,,,91.0,,,
tt32013455,Brief Space of a Time,2023.0,['Documentary'],[],89.0,,,,,,,
tt32017115,Breed,2000.0,['Horror'],"['nm0256861', 'nm0411757', 'nm1241578', 'nm0559647', 'nm0544798']",84.0,,,,,,,
tt3203924,Bnsf,2013.0,['Documentary'],[],193.0,6.8,,,45.0,,,
tt3204020,Bodacious Space Pirates: Abyss of Hyperspace,2014.0,"['Adventure', 'Animation', 'Comedy']","['nm0648768', 'nm0297873']",93.0,6.3,,,80.0,,,
tt32045588,Bus No 7,2023.0,['Drama'],['nm16016545'],62.0,9.2,,,42.0,,,
tt3205112,Bolgia totale,2014.0,"['Crime', 'Drama']","['nm0170168', 'nm4413847', 'nm0290432', 'nm0865571', 'nm1678527']",94.0,6.5,,,49.0,,,
tt3205248,Burnout,2013.0,"['Comedy', 'Drama']","['nm4743181', 'nm5962901', 'nm0118186', 'nm1029961', 'nm6100417']",80.0,7.0,,,33.0,,,
tt32097000,Boom!,2024.0,"['Adventure', 'Family']","['nm16030352', 'nm16030354', 'nm16030356', 'nm13135782']",90.0,7.4,,,20.0,,,
tt32128003,Boomrang,2010.0,[],"['nm5332874', 'nm12970765', 'nm0415416', 'nm2328012', 'nm16042631']",86.0,,,,,,,
tt3213224,By Jingo,2015.0,['Drama'],"['nm5259030', 'nm5482937', 'nm5979803', 'nm7749578', 'nm2910609']",78.0,9.0,,,11.0,,,
tt32141704,Broken Eyes,2024.0,['Documentary'],[],78.0,8.6,,,20.0,,,
tt32141962,Broken Silence: UFO Disclosure 2.0,2023.0,['Documentary'],[],158.0,,,,,,,
tt3214592,Bound: Africans versus African Americans,2014.0,"['Documentary', 'Drama', 'Family']",[],90.0,8.5,,,47.0,,,
tt32152041,Builder Boys,2024.0,['Comedy'],"['nm6051579', 'nm8738175', 'nm1516405', 'nm10951421', 'nm9783640']",122.0,6.6,,,198.0,,,
tt32152582,Bulanik,2024.0,['Thriller'],"['nm14368784', 'nm9588612']",91.0,4.6,,,16.0,,,
tt32155770,Burning Butterflies,2024.0,"['Horror', 'Mystery', 'Thriller']","['nm0201911', 'nm14560452', 'nm7377999', 'nm5533182', 'nm5447095']",103.0,7.0,,,117.0,,,
tt3216756,Both Worlds: Born with Chronic Paranoid Schizophrenia,2013.0,"['Biography', 'Documentary']",[],68.0,,,,,,,
tt3219442,Broken Heart Land,2014.0,"['Documentary', 'Drama', 'Mystery']",['nm1827928'],81.0,7.9,,,39.0,,,
tt3220064,Boitoi: Pera ang dahilan ng pusong sinugatan,2013.0,['Drama'],"['nm4351063', 'nm2594173', 'nm1571008', 'nm5199568', 'nm5978576']",80.0,6.4,,,8.0,,,
tt32207290,Brev til Håkon Banken,2024.0,"['Biography', 'Documentary']","['nm15770016', 'nm18174555']",80.0,8.2,,,31.0,,,
tt3221936,Bump in the Road,2013.0,['Comedy'],"['nm4454642', 'nm5980096', 'nm2268805', 'nm2348667']",95.0,4.2,,,28.0,,,
tt32238611,Bound in Heaven,2024.0,['Drama'],"['nm7312177', 'nm1233224']",109.0,7.0,Mandarin,China,100.0,,,"The film portrays a story where an exhausted woman (played by Ni Ni ) rekindles the spirit of a man (played by Zhou You), whose heart has grown cold and desolate. Together, they embark on a journey of both physical and emotional liberation, bound tightly by desire and passion, navigating through an intense exploration of life and death."
tt32244931,Boxer,2024.0,"['Drama', 'Sport']","['nm4730834', 'nm1455087', 'nm0941575', 'nm4842108', 'nm0690432']",150.0,6.5,,,1566.0,,,
tt32249216,Bride of the Incredible Hulk,1980.0,"['Action', 'Romance', 'Sci-Fi']","['nm0084642', 'nm0173438', 'nm0002073', 'nm0193900']",95.0,6.2,,,66.0,,,
tt3224952,Brother Joseph and the Grotto,2013.0,"['Biography', 'Documentary', 'Fantasy']","['nm6064528', 'nm6030006', 'nm2247410', 'nm2247410']",82.0,,,,,,,
tt32254400,Bodyguard for Sweetheart,2024.0,"['Action', 'Comedy', 'Crime']","['nm16094766', 'nm16094767', 'nm15833227', 'nm16094780', 'nm14577373']",127.0,,,,,,,
tt3226472,Britney Spears: Reinvention,2013.0,['Documentary'],[],70.0,,,,,,,
tt3226490,Britney Spears: Music Video Box Documentary,2005.0,['Documentary'],[],61.0,,,,,,,
tt32269125,Botanist Francis Hallé Explains...,2017.0,['Documentary'],[],64.0,,,,,,,
tt32277623,Breakin in India,2024.0,['Documentary'],"['nm16104117', 'nm16104118', 'nm16104120', 'nm16104121', 'nm13040357']",88.0,,,,,,,
tt32281299,Brazilac,2024.0,['Documentary'],[],84.0,,,,,,,
tt3229488,Boone: The Bounty Hunter,2017.0,"['Action', 'Drama']","['nm1320717', 'nm1859543', 'nm1961693']",86.0,5.0,,,2905.0,,,
tt32296169,"Brotherhood, Honor and Trust",2023.0,['Action'],"['nm16110336', 'nm16110338']",93.0,,,,,,,
tt3230954,Brother Frank,2014.0,['Drama'],"['nm5988782', 'nm5988781']",74.0,,,,,,,
tt32323236,Bon Jovi: The Halcyon Years,2007.0,['Music'],[],60.0,,,,,,,
tt32323256,Bon Jovi: Live,2005.0,['Music'],"['nm1654945', 'nm0203413', 'nm2755033']",62.0,,,,,,,
tt32332133,Boksi Ko Ghar,2024.0,['Thriller'],"['nm7162154', 'nm13934833', 'nm7637199', 'nm8244325']",116.0,7.7,,,972.0,,,
tt3233224,Boss Wants a Happy Ending,2014.0,"['Comedy', 'Romance']","['nm0149184', 'nm1758652', 'nm0133448', 'nm1759165', 'nm0882731']",109.0,6.0,,,7591.0,,,
tt32334852,Bocaina,2022.0,['Drama'],['nm4782187'],90.0,5.9,,,12.0,,,
tt32361137,Bruce Springsteen: Videobiography,2007.0,['Music'],"['nm6489170', 'nm4506779', 'nm0819803']",67.0,,,,,,,
tt32363246,Bring Minyo Back,2022.0,['Documentary'],"['nm2738991', 'nm16136773', 'nm16136775', 'nm16136769', 'nm16136770']",83.0,,,,,,,
tt32383976,Boys on Film 24: Happy Endings,2024.0,"['Drama', 'Romance']","['nm11193967', 'nm0918099', 'nm7503462', 'nm13210808', 'nm8141754']",174.0,6.1,,,47.0,,,
tt32392972,Bukan Cinta Malaikat,2017.0,"['Drama', 'Romance']","['nm2522751', 'nm4204509', 'nm1233789']",105.0,8.0,,,6.0,,,
tt3240014,Boris Godunov,2011.0,['Drama'],"['nm0837718', 'nm1459463', 'nm0343045', 'nm0678933', 'nm1215228']",124.0,6.2,Russian,Russia,95.0,,,"Based on Alexander Pushkin 's 1825 play Boris Godunov , [ 3 ] the story opens from the scene of the murder in Uglich of the young heir to the Russian throne by unknown persons. It takes several years. Boris Godunov is persuaded to accept the remaining vacant throne, despite his doubts. During the press conference, the clerk announces Godunov's decision to ascend the kingdom. People are discussing this decision with the TV. Behind the king's back is the secret, covert struggle of several boyar factions for dominance under the new government. Godunov, who ascended the throne, obsessively pursues the vision of the boy he killed. Meanwhile, the monk Grigory Otrepyev hiding in the Chudov Monastery . After a conversation with Pimen, he learns the secret of the murder runs from the monastery and decides to try to come to power. Enlisting foreign aid and gathering the army, Grigory is sent to Moscow. Invalid individual choice or a karmic mistake can lead to a chain of fatal events. If a person is in power, it can become a problem for the whole nation."
tt3242352,Brèves de comptoir,2014.0,"['Comedy', 'Drama']","['nm0126875', 'nm0673094', 'nm0303909', 'nm0489760', 'nm0757419']",96.0,5.2,,,204.0,,,
tt32436064,Born Innocent: The Redd Kross Story,2024.0,"['Documentary', 'Music']",[],87.0,8.8,,,41.0,,,
tt32436162,Bryan Clauson's Chasing 200,2024.0,['Documentary'],"['nm16168185', 'nm16168186', 'nm16168191', 'nm8517750', 'nm5577116']",117.0,9.0,,,7.0,,,
tt32438025,Buffalo Dreams,2006.0,['Drama'],"['nm3242412', 'nm16169283', 'nm16169284', 'nm16169285', 'nm16169286']",70.0,,English,United States,,,,"Set against the backdrop of New Mexico , the film follows a boy, Josh Townsend, who moves because of his father's job and becomes involved with a group of teens attempting to preserve the buffalo and Navajo traditions. Along the way he makes friends and learns important lessons about life. The movie teaches about a few Navajo traditions. Josh eventually enters a race against his rival and proves to be the better of the two; however, he quits the race after seeing the buffalo herd stampeding. Josh quickly gathers his friends to save the town, and while his rival refuses to help, his friends do. Together, they herd the buffalo away from the town and back onto their preserve. During the process, Josh's friend Thomas Blackhorse falls in front of a buffalo, but is saved by his sister who finally speaks for the first time in years to help calm the buffalo. Josh and his friends are hailed as heroes by the town and in recognition of his bravery, Josh is made an honorary member of the Navajo tribe with the name Rides With the Wind. He and Thomas, who he had trouble getting along with before, make a pact to keep the buffalo safe together."
tt32451293,Borjatri,2024.0,"['Family', 'Romance']","['nm2616868', 'nm5887741']",72.0,8.4,,,6.0,,,
tt32452525,Bujji at Anupatti,2024.0,['Drama'],"['nm16177413', 'nm16177411', 'nm16177412', 'nm16177408', 'nm16177414']",111.0,8.3,Tamil,India,274.0,,,"Bujji at Anupatti is a 2024 Indian Tamil -language  drama film written and directed by Raam Kandasamy. The film stars Karthik Vijay  and Lavanya Kanmani in the lead roles. The film was produced by Raam Kandasamy under the banner of  Kavilayaa Creations, and had a theatrical release on 31 May 2024. [ 1 ]"
tt32452667,Boarding House,2024.0,['Thriller'],"['nm16177510', 'nm4918989', 'nm13785391', 'nm16177513', 'nm3517928']",86.0,6.4,,,14.0,,,
tt32459085,Brewed Tears,2023.0,['Drama'],"['nm16179931', 'nm16179945', 'nm16179924', 'nm16179941', 'nm16179910']",98.0,,,,,,,
tt3247614,Bruised Angel,1970.0,"['Adult', 'Crime', 'Horror']","['nm6003941', 'nm0296515', 'nm6003942', 'nm6003943']",70.0,4.2,,,11.0,,,
tt3247906,Bu-ra-i no onna,1988.0,[],"['nm0027958', 'nm0605712']",89.0,,,,,,,
tt32483249,Brother Nan,2017.0,['Drama'],"['nm0749535', 'nm4564974', 'nm10717810', 'nm8807783', 'nm6338749']",91.0,,,,,,,
tt32483826,Boys on the Fringe,2005.0,"['Documentary', 'Music']","['nm3396682', 'nm3009132']",60.0,,,,,,,
tt3249524,"Bro, What Happened?",2014.0,['Comedy'],"['nm6736174', 'nm1206539', 'nm3793647', 'nm3515786', 'nm3322517']",86.0,3.2,,,459.0,,,
tt32502276,Book of Isaiah II,2018.0,"['Documentary', 'Sport']",[],96.0,,,,,,,
tt3251982,Broken Eggs Film,2013.0,"['Documentary', 'News']","['nm6008142', 'nm6008140']",80.0,,,,,,,
tt32524618,Brave Love,2024.0,['Drama'],"['nm6903611', 'nm6903400', 'nm4157662', 'nm7626866', 'nm4939889']",96.0,,,,,,,
tt32526089,Burgemeestersmoord,2024.0,"['Drama', 'History', 'War']","['nm8600507', 'nm16223674', 'nm10264888', 'nm16223675', 'nm16223676']",114.0,6.5,,,101.0,,,
tt3254810,Boom,2019.0,"['Comedy', 'Drama', 'Thriller']","['nm5499517', 'nm2474856', 'nm6010766', 'nm1537358', 'nm1578972']",105.0,,,,,,,
tt3255358,Burn Off,2015.0,['Drama'],"['nm0202966', 'nm2179940', 'nm1700833', 'nm3501643', 'nm3507715']",90.0,,,,,,,
tt32561659,Bocchi the Rock! Recap Part 1,2024.0,"['Animation', 'Comedy', 'Drama']",[],90.0,7.4,,,267.0,,,
tt32563402,Bonnie and Clyde: The Musical,2024.0,['Musical'],"['nm10723969', 'nm16351405', 'nm16351405', 'nm16315312', 'nm2006958']",150.0,6.9,,,140.0,,,
tt32576588,Bocchi the Rock! Recap Part 2,2024.0,"['Animation', 'Comedy', 'Drama']",[],77.0,7.3,,,200.0,,,
tt32580103,Bubblegum Memory,2024.0,['Documentary'],[],75.0,,,,,,,
tt32592802,Bougainvillea,2024.0,"['Action', 'Crime', 'Mystery']","['nm0090283', 'nm1335704', 'nm4737131', 'nm7502310', 'nm5704065']",138.0,6.4,Malayalam,India,3815.0,,,"Royce John and Reethu, a happily married couple, find their lives gets shattered after a devastating accident, which leaves Reethu an amnesiac . Eight years later, they both live at a hill station near Kottayam with their two children, Emma and Ryan. While Royce leaves to the hospital for work and the kids are sent to school, Reethu is taken care of by their maid, Rema. Reethu has an obsession for painting and paints Bougainvillea flowers in all her paintings. Royce collects her paintings in the ruse of selling them to an art gallery but actually stores them in his farm house. Chaya Karthikeyan, a student goes missing. ACP David Koshy, the lead investigator in the missing case of Chaya, identifies Reethu as his prime suspect, as she is revealed to have been on the premises of the college hostel where Chaya studied, right before she went missing. As she is interrogated, Reethu admits that she doesn't remember being there when David shows her photo on the hostel premises. She says that she recalls seeing Rema beside Chaya, leading to David questioning Rema and her husband Biju, who reveal that they were out of station for their relative's marriage during the alleged time. A confused David questions Royce, who reveals that Reethu has created her own world and lost her memory after her accident. Further to David's shock, Royce reveals that they have no kids and they are hallucinations of Reethu."
tt32598299,Bob Morgan's Just Going to Tell Some Stories,2024.0,['Documentary'],[],86.0,,,,,,,
tt32603522,Boss and I,2022.0,['Drama'],"['nm16255226', 'nm11960024', 'nm3931882', 'nm16255227']",91.0,,,,,,,
tt3260482,Born,2014.0,"['Drama', 'History']","['nm1254584', 'nm0555213', 'nm4306670', 'nm5199382', 'nm7318959']",102.0,6.6,,,43.0,,,
tt3260514,Bronx Obama,2014.0,"['Biography', 'Documentary', 'Family']",['nm5377599'],92.0,6.1,,,191.0,,,
tt3261884,Bony a klid II,2014.0,"['Comedy', 'Crime']","['nm3779919', 'nm0104427', 'nm1969393', 'nm3241889', 'nm4389372']",85.0,3.3,,,92.0,,,
tt3262990,Brotherly Love,2015.0,['Drama'],"['nm0362484', 'nm0999075', 'nm2759534', 'nm1938751', 'nm0522324']",89.0,6.6,,,2241.0,,,
tt3263096,Boost,2017.0,"['Action', 'Crime', 'Drama']","['nm0001803', 'nm3419059', 'nm5871519', 'nm0619365', 'nm0237267']",95.0,4.0,,,743.0,,,
tt32632774,Brothers and Sisters Together,1967.0,"['Drama', 'War']","['nm15686571', 'nm16268862', 'nm12242372', 'nm12804892', 'nm16268859']",78.0,,,,,,,
tt32639692,Broken,2023.0,['Romance'],"['nm11163142', 'nm10978364']",64.0,,Dutch,Netherlands,,,1.32,"Broken ( Dutch : Toen ik je zag ) is a 2023 Dutch drama film directed by Ben Verbong . The film won the Golden Film award after having sold 100,000 tickets. [ 2 ] [ 3 ] The film tells the story of the romance between Isa Hoes and Antonie Kamerling as well as the events and circumstances leading up to Kamerling's suicide. [ 4 ] In the film, the characters are called Esther and Bastiaan and they are played by Noortje Herlaar and Egbert-Jan Weeber. [ 4 ]"
tt32644854,Byla ne byla,2006.0,"['Comedy', 'Musical']","['nm1467875', 'nm16275703', 'nm0436126', 'nm0475610', 'nm7167904']",77.0,,,,,,,
tt32659827,Busted Babies,2024.0,['Horror'],"['nm16282513', 'nm3989055', 'nm16282512', 'nm11568667', 'nm3425998']",87.0,6.3,,,25.0,,,
tt3266480,Boy Minus Girl,2014.0,"['Comedy', 'Romance']","['nm5218509', 'nm5124152', 'nm6021599', 'nm5124117']",92.0,,,,,,,
tt32736393,Bogart: Life Comes in Flashes,2024.0,"['Biography', 'Documentary']",[],99.0,6.8,,,571.0,,,
tt32758854,Born to Be Wild: The Story of Steppenwolf,2024.0,"['Biography', 'Documentary', 'Music']",[],100.0,7.0,,,80.0,,,
tt32760177,Bomben auf Freiburg,2004.0,['Documentary'],[],63.0,,,,,,,
tt32760545,Boda Love,2024.0,"['Comedy', 'Drama', 'Romance']","['nm11189421', 'nm8917865', 'nm9705343', 'nm16296415', 'nm3967478']",107.0,7.1,,,41.0,,,
tt32761174,Boomer sur le lac,2024.0,"['Comedy', 'Drama']","['nm16320095', 'nm16296735', 'nm16296737', 'nm16296732']",77.0,,,,,,,
tt32764978,Briti Black RV Audition,2023.0,['Adult'],[],135.0,,,,,,,
tt32779891,Boom Shankar - O filme perdido do Guará,2024.0,[],[],74.0,,,,,,,
tt32793187,Buckets,2024.0,['Drama'],"['nm16290744', 'nm16304753', 'nm9391159', 'nm9218142']",148.0,,,,,,,
tt32810133,Bogancloch,2024.0,['Documentary'],"['nm5001333', 'nm17059217', 'nm2196445', 'nm17059223']",85.0,7.1,,,102.0,,,
tt3281966,Bulag. Svyatoy istochnik,2013.0,['Drama'],"['nm6036486', 'nm6036487', 'nm6036479', 'nm6036482', 'nm0326746']",108.0,6.9,,,23.0,,,
tt3284450,Broken Road,2017.0,"['Action', 'Romance', 'Thriller']","['nm0087807', 'nm1525686', 'nm1854392', 'nm0052468', 'nm0082870']",110.0,5.0,,,694.0,,,
